Genome partition ID	(sub)Type / Coordinates	Strand	Cas gene
NC_007776	872763..873902	-	cmr3gr5
NC_007776	873899..876886	-	cas10
NC_007776	877089..878468	-	csx1
NC_007775	CAS-I-E		
NC_007775	733729..734001	-	cas2
NC_007775	734001..734948	-	cas1
NC_007775	734975..735607	-	cas6e
NC_007775	735589..736212	-	cas5
NC_007775	736216..737358	-	cas7
NC_007775	737425..738024	-	cse2gr11
NC_007775	738036..739610	-	cas8e
NC_007775	739627..742308	-	cas3
NC_007775	742311..743219	-	WYL
NC_007775	CAS-III-D		
NC_007775	877467..878363	-	csm6
NC_007775	878417..879133	-	csx21
NC_007775	879144..880196	-	csm3gr7,csm3gr7
NC_007775	880193..880651	-	csx19
NC_007775	880648..881622	-	csm3gr7
NC_007775	881677..882519	-	csm3gr7
NC_007775	882527..882664	-	-
NC_007775	882668..883114	-	csm2gr11
NC_007775	883111..884334	-	csx10gr5
NC_007775	884334..885047	-	csm3gr7
NC_007775	885047..887242	-	cas10
NC_007775	887772..888923	+	cas6
NC_007775	892609..892887	-	cas2
NC_007775	893440..894633	+	Transposase and inactivated de
NC_007775	894897..895712	-	WYL
NC_007775	896418..897338	+	csx3
NC_007775	CAS-III-B		
NC_007775	2559707..2559985	-	cas2
NC_007775	2560974..2561273	-	csx18
NC_007775	2561306..2563264	-	cmr6gr7,cmr1gr7
NC_007775	2563294..2563935	-	Putative restriction endonucle
NC_007775	2563935..2564327	-	cmr5gr11
NC_007775	2564341..2565111	-	cmr4gr7
NC_007775	2565157..2566281	-	cmr3gr5
NC_007775	2566278..2569103	-	cas10
NC_007775	2569518..2570837	-	csx1
NC_019680	CAS-I-B		
NC_019680	1150367..1150660	-	cas2
NC_019680	1150662..1152326	-	cas4,cas1
NC_019680	1152449..1152715	-	Cytotoxic translational repres
NC_019680	1152712..1152948	-	-
NC_019680	1153073..1153717	-	cas5
NC_019680	1153714..1154709	-	cas7
NC_019680	1154745..1156283	-	cas8b3,cas8b3
NC_019680	1156274..1158712	-	cas3
NC_019680	1158709..1159128	-	-
NC_019680	1159125..1159388	-	-
NC_019680	1159409..1160059	-	cas6
NC_019680	CAS-III-B		
NC_019680	2815319..2815597	-	cas2
NC_019680	2815605..2816588	-	cas1
NC_019680	2816617..2816892	-	csx18
NC_019680	2817015..2818547	-	csx1
NC_019680	2818564..2818944	-	-
NC_019680	2818937..2819269	-	Uncharacterized conserved prot
NC_019680	2819294..2821330	-	cmr6gr7,cmr1gr7
NC_019680	2821334..2821738	-	cmr5gr11
NC_019680	2821802..2822605	-	cmr4gr7
NC_019680	2822608..2823777	-	cmr3gr5
NC_019680	2823777..2826869	-	cas10
NC_010475	CAS-I-B		
NC_010475	1854772..1855749	+	WYL
NC_010475	1855750..1856415	+	cas6
NC_010475	1856405..1858696	+	cas3
NC_010475	1858693..1860201	+	cas8b3,cas8b3
NC_010475	1860244..1861104	+	cas7
NC_010475	1861121..1861351	+	-
NC_010475	1861348..1861734	+	PIN domain of the VapC-like Sl
NC_010475	1861754..1862386	+	cas5
NC_010475	1862467..1864125	+	cas4,cas1
NC_010475	1864128..1864421	+	cas2
NC_010478	CAS-I-D		
NC_010478	15248..15541	-	cas2
NC_010478	15538..16515	-	cas1
NC_010478	16518..17096	-	cas4
NC_010478	17101..17883	-	cas6
NC_010478	17876..18631	-	csc1gr5
NC_010478	18701..19690	-	csc2gr7
NC_010478	19735..22656	-	cas10d
NC_010478	22670..24823	-	cas3
NC_010478	25579..26541	+	WYL
NC_010480	CAS-III-B		
NC_010480	42898..44364	-	csx1
NC_010480	44557..46503	-	cmr6gr7,cmr1gr7
NC_010480	46523..46918	-	cmr5gr11
NC_010480	46968..47765	-	cmr4gr7
NC_010480	47828..48934	-	cmr3gr5
NC_010480	48947..51898	-	cas10
NC_010480	52195..52533	-	-
NC_010480	52530..52754	-	-
NC_010480	52757..53458	-	-
NC_010480	53531..53992	-	-
NC_010480	54224..54454	-	-
NC_010480	61756..62742	-	cas1
NC_010480	62739..63035	-	csx18
NC_010480	63783..65009	+	WYL
NC_019702	CAS-III-B		
NC_019702	2791117..2791395	-	cas2
NC_019702	2791403..2792392	-	cas1
NC_019702	2792404..2792679	-	csx18
NC_019702	2792708..2793046	-	XisI protein. The fdxN element
NC_019702	2793095..2794345	-	csx1
NC_019702	2794348..2795847	-	csx1
NC_019702	2795909..2797837	-	cmr6gr7,cmr1gr7
NC_019702	2797874..2798518	-	Putative restriction endonucle
NC_019702	2798521..2798913	-	cmr5gr11
NC_019702	2798926..2799714	-	cmr4gr7
NC_019702	2799714..2800844	-	cmr3gr5
NC_019702	2800841..2803870	-	cas10
NC_019702	2804051..2805223	+	WYL
NC_019702	partial CAS-I-D		
NC_019702	3079106..3079378	-	cas2
NC_019702	3079382..3081178	-	cas10d
NC_020287	CAS-I-D		
NC_020287	5340..6284	-	WYL
NC_020287	6349..8517	+	cas3
NC_020287	8531..11458	+	cas10d
NC_020287	11524..12513	+	csc2gr7
NC_020287	12674..13438	+	csc1gr5
NC_020287	13441..14229	+	cas6
NC_020287	14222..14794	+	cas4
NC_020287	14804..15781	+	cas1
NC_020287	15813..16097	+	cas2
NC_020287	CAS-III-D		
NC_020287	49138..50406	+	csx1
NC_020287	50482..51597	-	csm6
NC_020287	51606..53993	-	csm3gr7
NC_020287	53995..54576	-	csx19
NC_020287	54555..56123	-	csm3gr7,csm3gr7
NC_020287	56128..58503	-	csm3gr7,csx10gr5
NC_020287	58506..60182	-	cas10
NC_020287	60509..61612	+	cas6
NC_020287	61606..61920	-	csx18
NC_020287	61917..62291	-	-
NC_020287	62423..63433	+	cas1
NC_020287	63443..63724	+	cas2
NC_020287	CAS-III-B		
NC_020287	77645..79375	-	cmr6gr7,cmr1gr7
NC_020287	79638..80033	-	cmr5gr11
NC_020287	80072..80878	-	cmr4gr7
NC_020287	80943..81323	+	-
NC_020287	81347..82459	-	cmr3gr5
NC_020287	82641..85580	-	cas10
NC_020287	85704..86072	+	csx18
NC_020287	86069..87058	+	cas1
NC_020287	87062..87340	+	cas2
NC_005230	CAS-I-D		
NC_005230	5340..6284	-	WYL
NC_005230	6349..8517	+	cas3
NC_005230	8531..11458	+	cas10d
NC_005230	11524..12513	+	csc2gr7
NC_005230	12674..13438	+	csc1gr5
NC_005230	13441..14229	+	cas6
NC_005230	14222..14794	+	cas4
NC_005230	14804..15781	+	cas1
NC_005230	15813..16097	+	cas2
NC_005230	CAS-III-D		
NC_005230	51537..52805	+	csx1
NC_005230	52881..53996	-	csm6
NC_005230	54005..56392	-	csm3gr7
NC_005230	56394..56975	-	csx19
NC_005230	56954..58522	-	csm3gr7,csm3gr7
NC_005230	58527..60902	-	csm3gr7,csx10gr5
NC_005230	60905..62581	-	cas10
NC_005230	62908..64011	+	cas6
NC_005230	64005..64319	-	csx18
NC_005230	64316..64690	-	-
NC_005230	64822..65832	+	cas1
NC_005230	65842..66123	+	cas2
NC_005230	CAS-III-B		
NC_005230	80203..81933	-	cmr6gr7,cmr1gr7
NC_005230	82196..82591	-	cmr5gr11
NC_005230	82630..83436	-	cmr4gr7
NC_005230	83501..83881	+	-
NC_005230	83905..85017	-	cmr3gr5
NC_005230	85199..88138	-	cas10
NC_005230	88262..88630	+	csx18
NC_005230	88627..89616	+	cas1
NC_005230	89620..89898	+	cas2
NC_021038	partial CAS-I-B		
NC_021038	1916628..1917404	+	cas6
NC_021038	1919621..1920529	+	cas7b
NC_021038	1920537..1921262	+	cas5
NC_021038	1921201..1923495	+	cas3
NC_021038	1923508..1924017	+	cas4
NC_021038	1924045..1925055	+	cas1
NC_021038	1925069..1925320	+	cas2
NC_021038	partial CAS-III-B		
NC_021038	2069683..2070804	-	cmr6gr7
NC_021038	2070806..2071135	-	cmr5gr11
NC_021038	2071147..2072055	-	cmr4gr7
NC_021038	2073260..2075092	-	cas10
NC_021038	2077337..2078224	-	-
NC_021038	2080174..2080599	-	-
NC_021038	2080638..2080967	-	Catalytic GIY-YIG domain of nu
NC_021038	2080970..2081338	-	Uncharacterized protein/domain
NC_021038	2081472..2082482	-	cas1
NC_021038	2082479..2083495	-	RT_G2_intron: Reverse transcri
NC_021038	2083524..2083811	-	cas2
NC_008554	CAS-III-A		
NC_008554	1669365..1670537	-	csm5gr7
NC_008554	1670534..1671472	-	csm4gr5
NC_008554	1671477..1672202	-	csm3gr7
NC_008554	1672217..1672729	-	csm2gr11
NC_008554	1672747..1675293	-	cas10
NC_008554	1675313..1676284	-	cas6
NC_008554	1676857..1677249	+	csx20
NC_008554	1677254..1678585	+	csx1
NC_008554	1678884..1680341	+	-
NC_008554	1680406..1682031	+	PrimPol
NC_008554	1682181..1683233	+	cas1
NC_008554	1683281..1683559	+	cas2
NC_008554	CAS-I-E		
NC_008554	3479429..3480433	+	WYL
NC_008554	3480615..3483179	+	cas3
NC_008554	3483197..3484750	+	cas8e
NC_008554	3484754..3485233	+	cse2gr11
NC_008554	3485268..3486422	+	cas7
NC_008554	3486466..3487098	+	cas5
NC_008554	3487098..3487706	+	cas6e
NC_008554	3487709..3488629	+	cas1
NC_008554	3488610..3488972	+	cas2
NC_015172	CAS-I-C		
NC_015172	885086..886087	+	WYL
NC_015172	886484..889000	+	cas3
NC_015172	889013..889732	+	cas5
NC_015172	889729..891693	+	cas8c
NC_015172	891761..892627	+	cas7
NC_015172	892634..893326	+	cas4
NC_015172	893323..894354	+	cas1
NC_015172	894365..894670	+	cas2
NC_015172	CAS-III-B		
NC_015172	1271085..1272152	+	PD-DExK
NC_015172	1272149..1273063	+	cmr1gr7
NC_015172	1273060..1274772	+	cas10
NC_015172	1274748..1275902	+	cmr3gr5
NC_015172	1275890..1276837	+	cmr4gr7
NC_015172	1276830..1277219	+	cmr5gr11
NC_015172	1277185..1278030	+	cmr6gr7
NC_015172	CAS-I-B		
NC_015172	1383494..1384222	+	cas6
NC_015172	1384238..1385950	+	cas8b2
NC_015172	1385947..1386819	+	cas7
NC_015172	1386806..1387564	+	cas5
NC_015172	1387662..1390058	+	cas3
NC_015172	1390107..1390601	+	cas4
NC_015172	1390613..1391605	+	cas1
NC_015172	1391612..1391890	+	cas2
NC_008346	CAS-I-C		
NC_008346	557042..559195	+	cas3
NC_008346	559220..559882	+	cas5
NC_008346	559879..561681	+	cas8c
NC_008346	561665..562531	+	cas7
NC_008346	562518..563222	+	cas4
NC_008346	563223..564251	+	cas1
NC_008346	564264..564554	+	cas2
NC_008346	CAS-III-A		
NC_008346	1994952..1996193	-	csm6
NC_008346	1996474..1997694	-	Transposase domain (DUF772). T,Transposase DDE domain. Transp
NC_008346	1997891..1998220	-	cas2
NC_008346	1998217..1999227	-	cas1
NC_008346	2000510..2001787	+	Transposase. Transposase prote,Transposase IS116/IS110/IS902
NC_008346	2002712..2003461	-	cas6
NC_008346	2003612..2004754	-	csm5gr7
NC_008346	2004751..2005698	-	csm4gr5
NC_008346	2005673..2006374	-	csm3gr7
NC_008346	2006388..2006864	-	csm2gr11
NC_008346	2006857..2009283	-	cas10
NC_008346	CAS-I-B		
NC_008346	2058439..2058726	-	cas2
NC_008346	2058723..2059724	-	cas1
NC_008346	2059889..2060377	-	cas4
NC_008346	2060377..2062761	-	cas3
NC_008346	2062821..2063561	-	cas5
NC_008346	2063574..2064548	-	cas7b
NC_008346	2064532..2066295	-	cas8b1
NC_008346	2066300..2066992	-	cas6
NC_008346	CAS-I-B;CAS-III-D		
NC_008346	2868618..2869559	-	cas6
NC_008346	2869612..2869875	-	cas2
NC_008346	2869888..2870880	-	cas1
NC_008346	2870900..2871406	-	cas4
NC_008346	2871406..2873751	-	cas3
NC_008346	2873741..2874436	-	cas5
NC_008346	2874472..2875377	-	cas7b
NC_008346	2875379..2875822	-	cas8b1
NC_008346	2875819..2877258	-	cas8b1
NC_008346	2877527..2878147	-	DNA-directed RNA polymerase sp
NC_008346	2878675..2880909	-	csm3gr7
NC_008346	2880906..2881499	-	csx19
NC_008346	2881489..2883003	-	csm3gr7,csm3gr7
NC_008346	2882993..2885368	-	csm3gr7,csx10gr5
NC_008346	2885374..2886954	-	cas10
NC_008346	2886971..2888281	-	csx1
NC_008346	2888298..2889053	-	-
NC_008346	2889095..2889400	-	csx15
NC_014220	CAS-I-B;CAS-III-B		
NC_014220	1395923..1396699	-	cas6
NC_014220	1396696..1396893	-	-
NC_014220	1396918..1397184	-	cas2
NC_014220	1397190..1398200	-	cas1
NC_014220	1398229..1398768	-	cas4
NC_014220	1398749..1401031	-	cas3
NC_014220	1401065..1401793	-	cas5
NC_014220	1401790..1402881	-	cas7
NC_014220	1402897..1404660	-	cas8b2
NC_014220	1404956..1406698	-	-
NC_014220	1406685..1407203	-	DEDDh
NC_014220	1407208..1408218	-	cmr6gr7
NC_014220	1408215..1408637	-	cmr5gr11
NC_014220	1408630..1409478	-	cmr4gr7
NC_014220	1409471..1410718	-	cmr3gr5
NC_014220	1410711..1412285	-	cas10
NC_014220	1412287..1413549	-	cmr1gr7
NC_014220	CAS-I-C		
NC_014220	1605807..1606097	-	cas2
NC_014220	1606109..1607140	-	cas1
NC_014220	1607152..1607832	-	cas4
NC_014220	1607835..1608941	-	cas7
NC_014220	1608957..1610780	-	cas8c
NC_014220	1610761..1611477	-	cas5
NC_014220	1611501..1613675	-	Predicted HD superfamily hydro,cas3
NC_007759	CAS-III-B		
NC_007759	589475..590479	+	cas6
NC_007759	590476..591609	+	csx1
NC_007759	591829..592698	+	cmr1gr7
NC_007759	592716..595424	+	cas10
NC_007759	595402..596385	+	cmr3gr5
NC_007759	596348..597298	+	cmr4gr7
NC_007759	597295..597690	+	cmr5gr11
NC_007759	597704..599095	+	cmr6gr7
NC_007759	599140..600252	+	csm6
NC_007759	600269..601507	+	csx1
NC_007759	partial (CAS-II-C/CAS-V-A)		
NC_007759	607746..608906	+	cas1
NC_007759	608903..609178	+	cas2
NC_007759	609195..609473	+	cas2
NC_007759	CAS-I-C		
NC_007759	2753165..2753455	-	cas2
NC_007759	2753501..2754532	-	cas1
NC_007759	2754529..2755203	-	cas4
NC_007759	2755237..2756112	-	cas7
NC_007759	2756136..2758061	-	cas8c
NC_007759	2758058..2758828	-	cas5
NC_007759	2758821..2761328	-	cas3
NC_007759	2761347..2761613	-	DNA polymerase III, alpha subu
NC_007759	2761633..2762895	-	Transposase, Mutator family.
NC_007759	2763041..2764018	-	WYL
NC_016610	partial CAS-III-D		
NC_016610	228935..230497	+	cas10
NC_016610	232547..233980	+	csm3gr7,csm3gr7
NC_016610	233980..234357	+	csx19
NC_016610	234370..236391	+	csm3gr7
NC_016610	CAS-I-B;CAS-III-A		
NC_016610	2491036..2491836	+	cas6
NC_016610	2491862..2492485	+	Plasmid pRiA4b ORF-3-like prot
NC_016610	2492553..2493278	+	cas5
NC_016610	2493271..2494812	+	cas8b4
NC_016610	2494832..2495749	+	cas7b
NC_016610	2495937..2498021	+	cas3
NC_016610	2498054..2498608	+	-
NC_016610	2498631..2499629	+	Fic family protein [Function u
NC_016610	2499904..2500434	+	cas4
NC_016610	2500481..2501923	+	cas10
NC_016610	2501929..2502399	+	csm2gr11
NC_016610	2502409..2503047	+	csm3gr7
NC_016610	2503047..2504042	+	csm4gr5
NC_016610	2504055..2505209	+	csm5gr7
NC_016610	2505211..2506455	+	csx1
NC_016610	2506848..2507864	+	cas1
NC_016610	2507864..2508127	+	cas2
NC_021033	CAS-I-F		
NC_021033	806506..807171	-	cas6f
NC_021033	807168..808193	-	cas7f
NC_021033	808203..809090	-	cas5f
NC_021033	809083..810324	-	cas8f
NC_021033	810324..813599	-	cas3f
NC_021033	813596..814552	-	cas1
NC_016043	partial CAS-I-F		
NC_016043	215798..216754	+	cas1
NC_016043	216751..219006	+	cas3f
NC_021036	CAS-I-F		
NC_021036	1544377..1545042	-	cas6f
NC_021036	1545039..1546064	-	cas7f
NC_021036	1546074..1546943	-	cas5f
NC_021036	1547170..1548210	-	cas8f
NC_021036	1548210..1551443	-	cas3f
NC_021036	1551440..1552396	-	cas1
NC_018108	CAS-I-C		
NC_018108	222868..225198	-	cas3
NC_018108	228053..228346	-	cas2
NC_018108	228349..229386	-	cas1
NC_018108	229346..229975	-	cas4
NC_018108	229965..230813	-	cas7
NC_018108	230826..232718	-	cas8c
NC_018108	232721..233437	-	cas5
NC_015519	CAS-I-B		
NC_015519	113622..114362	+	cas6
NC_015519	114629..116728	+	cas8b1
NC_015519	116789..117841	+	cas7b
NC_015519	117844..118608	+	cas5
NC_015519	118662..121151	+	cas3
NC_015519	121711..121974	+	cas2
NC_015519	partial CAS-III-D		
NC_015519	132803..134182	+	csx1
NC_015519	134179..135747	+	cas10
NC_015519	137965..139350	+	csm3gr7,csm3gr7
NC_015519	139347..139904	+	csx19
NC_015519	139907..141523	+	csm3gr7,csm3gr7
NC_015519	141761..142156	+	csx20
NC_015519	CAS-III-C		
NC_015519	913218..914288	+	cmr1gr7
NC_015519	914300..915685	+	cmr6gr7
NC_015519	915682..918588	+	cas10
NC_015519	918606..919616	+	cmr4gr7
NC_015519	919609..920010	+	cmr5gr11
NC_015519	920023..920913	+	cmr3gr5
NC_019954	CAS-I-B		
NC_019954	113741..114481	+	cas6
NC_019954	114748..116847	+	cas8b1
NC_019954	116908..117960	+	cas7b
NC_019954	117963..118727	+	cas5
NC_019954	118781..121270	+	cas3
NC_019954	121830..122093	+	cas2
NC_019954	CAS-III-D		
NC_019954	132920..134299	+	csx1
NC_019954	134296..135864	+	cas10
NC_019954	135866..136525	+	csm3gr7
NC_019954	136526..138082	+	csx10gr5
NC_019954	138082..139467	+	csm3gr7,csm3gr7
NC_019954	139464..140021	+	csx19
NC_019954	140024..141640	+	csm3gr7,csm3gr7
NC_019954	141878..142273	+	csx20
NC_019954	CAS-III-C		
NC_019954	913991..915061	+	cmr1gr7
NC_019954	915073..916458	+	cmr6gr7
NC_019954	916455..919361	+	cas10
NC_019954	919307..920389	+	cmr4gr7
NC_019954	920382..920783	+	cmr5gr11
NC_019954	920787..921686	+	cmr3gr5
NC_012997	CAS-I-C		
NC_012997	3465473..3465766	-	cas2
NC_012997	3465781..3466800	-	cas1
NC_012997	3466781..3467419	-	cas4
NC_012997	3467487..3468329	-	cas7
NC_012997	3468326..3470359	-	cas8c
NC_012997	3470356..3471066	-	cas5
NC_012997	3471107..3473563	-	cas3
NC_012997	3473754..3474707	-	WYL
NC_012997	CAS-III-B		
NC_012997	4825348..4826430	-	cmr6gr7
NC_012997	4826414..4826815	-	cmr5gr11
NC_012997	4826812..4827708	-	cmr4gr7
NC_012997	4827724..4828911	-	cmr3gr5
NC_012997	4828916..4830721	-	cas10
NC_012997	4830714..4832135	-	cmr1gr7
NC_012997	4832248..4832397	-	-
NC_012997	4832581..4834602	-	cas6,RT_G2_intron: Reverse transcri
NC_020888	CAS-I-C		
NC_020888	2351468..2351761	-	cas2
NC_020888	2351763..2352779	-	cas1
NC_020888	2352776..2353402	-	cas4
NC_020888	2353418..2354278	-	cas7
NC_020888	2354262..2356022	-	cas8c
NC_020888	2356019..2356675	-	cas5
NC_020888	2356866..2356985	-	-
NC_020888	2357002..2359272	-	cas3
NC_020888	2359368..2360231	-	WYL
NC_011662	CAS-I-E		
NC_011662	2509431..2512061	+	cas3
NC_011662	2512065..2513645	+	cas8e
NC_011662	2513642..2514172	+	cse2gr11
NC_011662	2514211..2515395	+	cas7
NC_011662	2515397..2516128	+	cas5
NC_011662	2516125..2516841	+	cas6e
NC_011662	2516835..2517728	+	cas1
NC_011662	2517700..2518011	+	cas2
NC_018870	CAS-I-D		
NC_018870	1923780..1924736	-	cas4
NC_018870	1924733..1925308	-	cas4
NC_018870	1925349..1925651	-	cas2
NC_018870	1925682..1926611	-	cas1
NC_018870	1926826..1927182	-	Domain of unknown function (DU
NC_018870	1927204..1927986	-	csc1gr5
NC_018870	1928000..1928941	-	csc2gr7
NC_018870	1928997..1929623	-	cas11d
NC_018870	1929666..1931726	-	cas10d
NC_018870	1931723..1932487	-	cas3HD
NC_018870	1932468..1935383	-	cas3
NC_018870	1935505..1936458	-	WYL
NC_018870	1936684..1937673	-	cas6
NC_018870	CAS-I-B;CAS-III-D		
NC_018870	2464857..2465594	-	cas6
NC_018870	2465608..2465871	-	cas2
NC_018870	2465874..2466866	-	cas1
NC_018870	2466878..2467393	-	cas4
NC_018870	2467374..2469641	-	cas3
NC_018870	2469628..2470350	-	cas5
NC_018870	2470357..2471274	-	cas7b
NC_018870	2471274..2471699	-	cas8b1
NC_018870	2471696..2473132	-	cas8b1
NC_018870	2473260..2474513	-	csx1
NC_018870	2474554..2475300	-	cas6
NC_018870	2475316..2475822	-	csm2gr11
NC_018870	2475850..2476947	-	csm3gr7
NC_018870	2476940..2477881	-	csm3gr7
NC_018870	2477832..2478653	-	csm3gr7
NC_018870	2478637..2479110	-	csm2gr11
NC_018870	2479114..2480283	-	csx10gr5
NC_018870	2480286..2480867	-	csm3gr7
NC_018870	2480864..2483098	-	cas10
NC_018870	2483154..2483534	-	csx15
NC_018870	2483539..2484432	-	csx1
NC_018870	2484453..2485331	-	csx1,Response regulator containing
NC_014831	CAS-I-U		
NC_014831	1145434..1146459	-	cas8u1
NC_014831	1146456..1149521	-	cas3
NC_014831	1149518..1150918	-	csb2gr5
NC_014831	1150936..1152141	-	csb1gr7
NC_014831	CAS-I-B		
NC_014831	1881398..1884511	-	cas3
NC_014831	1884601..1885362	-	cas5
NC_014831	1885374..1886315	-	cas7b
NC_014831	1886336..1888435	-	cas8b1
NC_014831	1888425..1889501	-	cas6
NC_014831	1889643..1890752	-	WYL
NC_014152	CAS-I-C		
NC_014152	1959432..1959722	-	cas2
NC_014152	1959737..1960768	-	cas1
NC_014152	1960773..1961447	-	cas4
NC_014152	1961447..1962319	-	cas7
NC_014152	1962323..1964131	-	cas8c
NC_014152	1964128..1964793	-	cas5
NC_014152	1964814..1967021	-	cas3
NC_014152	CAS-III-A		
NC_014152	2080474..2080809	-	cas2
NC_014152	2080820..2081827	-	cas1
NC_014152	2081824..2083206	-	csm6
NC_014152	2083199..2083948	-	cas6
NC_014152	2083942..2085231	-	csm5gr7
NC_014152	2085228..2086208	-	csm4gr5
NC_014152	2086205..2086948	-	csm3gr7
NC_014152	2086953..2087330	-	csm2gr11
NC_014152	2087323..2090037	-	cas10
NC_014152	CAS-III-D		
NC_014152	2556256..2557392	-	csm6
NC_014152	2557450..2559594	-	Cold-Shock Protein (CSP) conta,csm3gr7
NC_014152	2559575..2560174	-	csx19
NC_014152	2560190..2562019	-	csm3gr7,csm3gr7
NC_014152	2562027..2564312	-	csm3gr7,csx10gr5
NC_014152	2564316..2565896	-	cas10
NC_014152	2565901..2567532	-	csx1
NC_014152	CAS-I-B		
NC_014152	2582553..2582816	-	cas2
NC_014152	2582839..2583831	-	cas1
NC_014152	2583844..2584347	-	cas4
NC_014152	2584369..2586609	-	Metal dependent phosphohydrola,cas3
NC_014152	2586560..2587276	-	cas5
NC_014152	2587282..2588190	-	cas7
NC_014152	2588194..2588616	-	cas8b1
NC_014152	2588613..2590118	-	cas8b1
NC_014152	2590513..2591082	+	Tropomyosin.
NC_014152	2591114..2591851	-	cas6
NC_014538	CAS-III-D		
NC_014538	1094432..1094842	+	csx20
NC_014538	1094845..1096134	+	csx1
NC_014538	1096188..1097537	+	csx1
NC_014538	1097534..1099078	+	cas10
NC_014538	1099075..1101291	+	csm3gr7,csx10gr5
NC_014538	1101284..1102702	+	csm3gr7,csm3gr7
NC_014538	1102692..1103273	+	csx19
NC_014538	1103292..1105292	+	csm3gr7
NC_014538	CAS-I-B		
NC_014538	2336355..2336618	-	cas2
NC_014538	2336635..2337627	-	cas1
NC_014538	2337624..2338121	-	cas4
NC_014538	2338327..2339055	-	Type 1 glutamine amidotransfer
NC_014538	2341524..2342744	+	Transposase. Transposase prote,Transposase IS116/IS110/IS902
NC_014538	2347291..2348511	+	Transposase. Transposase prote,Transposase IS116/IS110/IS902
NC_014538	2362427..2364763	-	cas3
NC_014538	2364778..2365488	-	cas5
NC_014538	2365503..2366384	-	cas7b
NC_014538	2366371..2368353	-	cas8b1
NC_014538	2368408..2369163	-	cas6
NC_010320	CAS-III-D		
NC_010320	1849052..1851052	-	csm3gr7
NC_010320	1851071..1851652	-	csx19
NC_010320	1851642..1853060	-	csm3gr7,csm3gr7
NC_010320	1853053..1855269	-	csm3gr7,csx10gr5
NC_010320	1855266..1856810	-	cas10
NC_010320	1856807..1858156	-	csx1
NC_010320	1858210..1859499	-	csx1
NC_010320	1859502..1859963	-	csx20
NC_010320	CAS-I-B		
NC_010320	2336260..2336523	-	cas2
NC_010320	2336540..2337532	-	cas1
NC_010320	2337529..2338026	-	cas4
NC_010320	2338232..2338960	-	Type 1 glutamine amidotransfer
NC_010320	2341429..2342649	+	Transposase. Transposase prote,Transposase IS116/IS110/IS902
NC_010320	2347196..2348416	+	Transposase. Transposase prote,Transposase IS116/IS110/IS902
NC_010320	2363263..2365599	-	cas3
NC_010320	2365614..2366324	-	cas5
NC_010320	2366339..2367220	-	cas7b
NC_010320	2367207..2369189	-	cas8b1
NC_010320	2369244..2369999	-	cas6
NC_014964	CAS-I-B		
NC_014964	114963..115718	+	cas6
